date,filename
2021-09-18,ghana-1_34.tif
2021-02-25,ghana-1_235.tif
2021-01-16,eq-guinea_2.tif
2021-09-03,south-america_89.tif
2021-06-25,east-africa_30.tif
2021-06-17,egypt-1_45.tif
2021-06-03,denmark-2_59.tif
2021-10-10,egypt-1_71.tif
2021-01-03,south-america_67.tif
2021-09-16,north-america_44.tif
2021-01-26,ghana-1_221.tif
2021-10-06,east-africa_97.tif
2021-10-05,east-africa_243.tif
2021-09-27,east-africa_58.tif
2021-10-26,ghana-1_164.tif
2021-01-31,south-america_31.tif
2021-10-04,nigeria_174.tif
2021-05-11,egypt-1_38.tif
2021-11-17,ghana-1_90.tif
2021-10-18,japan_29.tif
2021-10-10,north-america_27.tif
2021-04-06,ghana-1_172.tif
2021-04-20,north-america_13.tif
2021-01-11,ghana-1_182.tif
2021-11-14,ghana-1_111.tif
2021-01-28,tanzania-3_7.tif
2021-04-19,europe_48.tif
2021-02-02,south-america_41.tif
2021-11-26,nigeria_58.tif
2021-09-21,europe_95.tif
2021-12-30,senegal_33.tif
2021-07-16,denmark-1_17.tif
2021-11-15,uganda-1_2.tif
2021-07-16,denmark-1_18.tif
2021-01-26,ghana-1_6.tif
2021-08-30,south-america_93.tif
2021-05-27,europe_3.tif
2021-07-08,senegal_62.tif
2021-12-26,east-africa_13.tif
2021-06-24,denmark-2_5.tif
2021-09-05,south-america_6.tif
2021-02-01,nigeria_65.tif
2021-05-26,east-africa_95.tif
2021-07-03,europe_13.tif
2021-12-10,ghana-1_67.tif
2021-12-21,nigeria_50.tif
2021-04-02,nigeria_70.tif
2021-05-10,north-america_12.tif
2021-11-18,south-america_99.tif
2021-09-04,east-africa_129.tif
2021-10-13,south-america_13.tif
2021-05-17,nigeria_104.tif
2021-05-27,east-africa_248.tif
2021-05-23,ghana-1_185.tif
2021-05-14,nigeria_151.tif
2021-01-26,ghana-1_93.tif
2021-05-30,europe_61.tif
2021-11-17,ghana-1_121.tif
2021-03-24,egypt-1_48.tif
2021-06-01,japan_17.tif
2021-05-30,denmark-2_30.tif
2021-09-12,north-america_11.tif
2021-06-08,denmark-2_55.tif
2021-11-20,senegal_34.tif
2021-08-02,east-africa_153.tif
2021-12-29,north-america_96.tif
2021-07-20,south-america_24.tif
2021-03-25,east-africa_142.tif
2021-11-15,east-africa_177.tif
2021-08-19,egypt-1_67.tif
2021-01-22,nigeria_25.tif
2021-11-25,east-africa_181.tif
2021-07-16,denmark-2_20.tif
2021-12-13,nigeria_33.tif
2021-10-14,japan_39.tif
2021-05-23,ghana-1_158.tif
2021-11-06,east-africa_66.tif
2021-08-23,denmark-2_31.tif
2021-06-11,east-africa_159.tif
2021-11-08,east-africa_168.tif
2021-05-23,ghana-1_159.tif
2021-02-03,nigeria_124.tif
2021-01-26,ghana-1_231.tif
2021-01-26,ghana-1_14.tif
2021-08-25,east-africa_154.tif
2021-01-26,ghana-1_157.tif
2021-03-31,japan_2.tif
2021-01-29,east-africa_201.tif
2021-10-05,east-africa_47.tif
2021-10-07,isreal-2_2.tif
2021-03-25,ghana-1_71.tif
2021-08-16,europe_8.tif
2021-12-25,denmark-2_15.tif
2021-02-03,ghana-1_61.tif
2021-05-08,east-africa_6.tif
2021-04-24,senegal_55.tif
2021-01-26,ghana-1_191.tif
2021-03-16,denmark-2_17.tif
2021-10-13,south-america_12.tif
2021-03-25,ghana-1_72.tif
2021-04-02,nigeria_76.tif
2021-07-27,europe_96.tif
2021-05-01,europe_24.tif
2021-11-27,ghana-1_243.tif
2021-10-29,nigeria_96.tif
2021-08-27,nigeria_150.tif
2021-11-23,east-africa_182.tif
2021-06-16,europe_28.tif
2021-09-09,europe_20.tif
2021-05-29,denmark-2_18.tif
2021-09-18,east-africa_78.tif
2021-11-08,senegal_24.tif
2021-12-10,nigeria_57.tif
2021-04-24,egypt-1_21.tif
2021-05-23,ghana-1_232.tif
2021-03-13,japan_20.tif
2021-07-02,east-africa_3.tif
2021-12-29,north-america_95.tif
2021-06-17,ghana-1_204.tif
2021-07-16,denmark-2_45.tif
2021-10-04,nigeria_98.tif
2021-04-03,europe_69.tif
2021-01-26,ghana-1_250.tif
2021-04-29,egypt-1_65.tif
2021-11-15,nigeria_56.tif
2021-07-19,south-america_43.tif
2021-04-24,egypt-1_57.tif
2021-02-28,nigeria_155.tif
2021-02-22,north-america_85.tif
2021-03-16,denmark-2_16.tif
2021-12-13,nigeria_66.tif
2021-02-15,east-africa_186.tif
2021-04-28,egypt-1_49.tif
2021-03-20,east-africa_146.tif
2021-07-07,north-america_9.tif
2021-09-09,denmark-1_11.tif
2021-03-25,north-america_50.tif
2021-02-28,uganda-1_1.tif
2021-09-01,denmark-1_12.tif
2021-07-31,east-africa_152.tif
2021-07-26,east-africa_169.tif
2021-06-17,ghana-1_160.tif
2021-02-23,ghana-1_69.tif
2021-10-13,ghana-1_174.tif
2021-03-16,denmark-1_31.tif
2021-06-24,denmark-1_5.tif
2021-04-07,east-africa_70.tif
2021-03-26,nigeria_7.tif
2021-10-26,east-africa_133.tif
2021-10-18,nigeria_161.tif
2021-08-28,east-africa_240.tif
2021-12-23,senegal_50.tif
2021-05-25,east-africa_53.tif
2021-01-19,nigeria_175.tif
2021-10-20,north-america_84.tif
2021-05-29,east-africa_190.tif
2021-10-30,europe_21.tif
2021-03-14,east-africa_245.tif
2021-08-25,east-africa_216.tif
2021-11-17,ghana-1_161.tif
2021-03-05,denmark-2_48.tif
2021-08-22,egypt-1_20.tif
2021-10-07,east-africa_249.tif
2021-04-19,europe_55.tif
2021-04-26,ghana-1_194.tif
2021-01-26,ghana-1_15.tif
2021-04-23,europe_23.tif
2021-02-27,nigeria_35.tif
2021-02-10,ghana-1_84.tif
2021-01-11,ghana-1_197.tif
2021-05-11,europe_72.tif
2021-07-21,europe_60.tif
2021-11-29,south-america_85.tif
2021-01-11,ghana-1_151.tif
2021-12-03,north-america_52.tif
2021-02-05,ghana-1_212.tif
2021-05-24,egypt-1_36.tif
2021-09-25,south-america_45.tif
2021-11-05,ghana-1_29.tif
2021-05-30,europe_62.tif
2021-04-26,ghana-1_202.tif
2021-12-27,ghana-1_57.tif
2021-05-23,ghana-1_116.tif
2021-06-28,europe_29.tif
2021-04-18,south-america_71.tif
2021-06-02,tanzania-3_2.tif
2021-05-14,ghana-1_77.tif
2021-01-24,nigeria_129.tif
2021-02-16,europe_98.tif
2021-01-22,nigeria_15.tif
2021-04-20,denmark-2_9.tif
2021-03-10,east-africa_194.tif
2021-01-11,ghana-1_179.tif
2021-04-16,ghana-1_173.tif
2021-08-30,denmark-2_2.tif
2021-07-16,denmark-1_10.tif
2021-03-16,denmark-1_1.tif
2021-08-08,south-america_53.tif
2021-07-16,denmark-2_34.tif
2021-02-15,ghana-1_56.tif
2021-10-10,north-america_22.tif
2021-05-01,ghana-1_163.tif
2021-05-27,senegal_21.tif
2021-04-19,europe_46.tif
2021-08-15,japan_21.tif
2021-02-10,east-africa_218.tif
2021-05-11,ghana-1_146.tif
2021-10-06,senegal_31.tif
2021-08-26,north-america_0.tif
2021-05-25,east-africa_12.tif
2021-11-17,ghana-1_143.tif
2021-05-24,egypt-1_27.tif
2021-12-30,ghana-1_152.tif
2021-08-30,nigeria_94.tif
2021-09-18,ghana-1_33.tif
2021-09-06,ghana-1_246.tif
2021-07-20,south-america_32.tif
2021-07-16,denmark-1_4.tif
2021-04-11,ghana-1_130.tif
2021-02-13,ghana-1_124.tif
2021-04-25,isreal-1_3.tif
2021-01-08,east-africa_224.tif
2021-05-01,ghana-1_107.tif
2021-05-29,north-america_67.tif
2021-06-17,ghana-1_113.tif
2021-02-28,senegal_61.tif
2021-10-28,east-africa_81.tif
2021-06-14,east-africa_60.tif
2021-09-09,denmark-1_39.tif
2021-03-26,nigeria_14.tif
2021-02-15,ghana-1_103.tif
2021-02-15,east-africa_140.tif
2021-11-23,nigeria_103.tif
2021-03-30,denmark-1_57.tif
2021-08-26,north-america_14.tif
2021-05-11,ghana-1_20.tif
2021-12-26,egypt-1_17.tif
2021-06-08,denmark-1_59.tif
2021-08-31,east-africa_51.tif
2021-09-07,europe_5.tif
2021-01-26,ghana-1_119.tif
2021-09-01,europe_36.tif
2021-09-23,east-africa_210.tif
2021-02-15,ghana-1_40.tif
2021-08-25,east-africa_149.tif
2021-09-06,south-america_96.tif
2021-07-01,south-america_54.tif
2021-11-15,south-america_3.tif
2021-04-20,nigeria_83.tif
2021-06-07,east-africa_48.tif
2021-12-27,north-america_92.tif
2021-02-21,senegal_14.tif
2021-04-03,egypt-1_53.tif
2021-04-04,nigeria_132.tif
2021-03-08,nigeria_110.tif
2021-11-25,ghana-1_37.tif
2021-03-02,south-america_36.tif
2021-04-20,denmark-2_14.tif
2021-11-09,east-africa_5.tif
2021-05-05,east-africa_14.tif
2021-09-16,japan_32.tif
2021-03-26,nigeria_47.tif
2021-01-26,ghana-1_45.tif
2021-02-09,nigeria_51.tif
2021-07-18,east-africa_36.tif
2021-12-13,nigeria_34.tif
2021-06-26,japan_14.tif
2021-10-24,nigeria_54.tif
2021-10-04,nigeria_107.tif
2021-06-06,nigeria_71.tif
2021-02-03,east-africa_165.tif
2021-03-17,egypt-1_41.tif
2021-11-12,ghana-1_102.tif
2021-01-11,nigeria_137.tif
2021-03-10,nigeria_170.tif
2021-09-09,denmark-1_2.tif
2021-11-17,ghana-1_193.tif
2021-03-26,nigeria_10.tif
2021-03-07,egypt-1_31.tif
2021-03-26,nigeria_6.tif
2021-04-22,south-america_57.tif
2021-05-20,east-africa_65.tif
2021-05-01,ghana-1_108.tif
2021-12-13,nigeria_32.tif
2021-12-10,ghana-1_68.tif
2021-11-27,ghana-1_206.tif
2021-05-29,europe_74.tif
2021-05-11,nigeria_148.tif
2021-09-01,denmark-2_29.tif
2021-01-26,ghana-1_177.tif
2021-09-17,south-america_48.tif
2021-02-19,south-america_47.tif
2021-12-12,uganda-1_6.tif
2021-12-23,nigeria_17.tif
2021-09-18,egypt-1_34.tif
2021-02-10,ghana-1_223.tif
2021-01-20,north-america_57.tif
2021-08-25,east-africa_104.tif
2021-11-22,east-africa_113.tif
2021-12-26,isreal-2_5.tif
2021-08-01,south-america_40.tif
2021-10-09,north-america_39.tif
2021-05-01,ghana-1_35.tif
2021-07-03,east-africa_118.tif
2021-02-20,south-america_70.tif
2021-06-16,denmark-2_23.tif
2021-07-20,north-america_20.tif
2021-03-11,east-africa_237.tif
2021-02-03,nigeria_126.tif
2021-03-16,denmark-1_7.tif
2021-11-17,ghana-1_150.tif
2021-09-01,north-america_42.tif
2021-04-16,europe_88.tif
2021-08-19,egypt-1_39.tif
2021-06-17,ghana-1_105.tif
2021-06-03,nigeria_134.tif
2021-08-10,senegal_13.tif
2021-01-15,south-america_46.tif
2021-01-17,japan_16.tif
2021-06-15,east-africa_124.tif
2021-12-16,nigeria_36.tif
2021-01-26,ghana-1_141.tif
2021-06-08,east-africa_193.tif
2021-08-03,south-america_74.tif
2021-07-26,senegal_48.tif
2021-01-29,ghana-1_38.tif
2021-07-27,south-america_22.tif
2021-07-02,east-africa_10.tif
2021-12-23,senegal_18.tif
2021-01-11,ghana-1_181.tif
2021-09-06,east-africa_37.tif
2021-07-09,east-africa_52.tif
2021-01-31,egypt-1_18.tif
2021-10-11,egypt-1_62.tif
2021-03-16,denmark-2_4.tif
2021-06-02,nigeria_62.tif
2021-11-25,nigeria_164.tif
2021-09-09,denmark-1_35.tif
2021-12-04,eq-guinea_5.tif
2021-12-12,east-africa_28.tif
2021-01-11,ghana-1_4.tif
2021-12-30,ghana-1_60.tif
2021-07-17,egypt-1_70.tif
2021-05-29,south-america_59.tif
2021-10-07,east-africa_19.tif
2021-06-26,tanzania-2_1.tif
2021-01-01,nigeria_146.tif
2021-03-12,east-africa_125.tif
2021-01-20,nigeria_39.tif
2021-12-27,south-america_62.tif
2021-01-26,ghana-1_199.tif
2021-09-09,denmark-2_3.tif
2021-07-01,east-africa_150.tif
2021-12-23,senegal_3.tif
2021-08-17,east-africa_203.tif
2021-12-23,senegal_16.tif
2021-06-08,denmark-2_57.tif
2021-01-02,senegal_4.tif
2021-06-12,north-america_5.tif
2021-02-23,ghana-1_39.tif
2021-02-03,east-africa_178.tif
2021-02-03,south-america_97.tif
2021-04-20,nigeria_64.tif
2021-09-09,denmark-2_43.tif
2021-08-26,east-africa_24.tif
2021-05-01,ghana-1_147.tif
2021-09-09,denmark-1_34.tif
2021-09-29,senegal_12.tif
2021-09-03,denmark-2_58.tif
2021-05-29,east-africa_134.tif
2021-03-26,nigeria_11.tif
2021-12-16,nigeria_52.tif
2021-07-16,europe_26.tif
2021-08-15,south-america_2.tif
2021-04-28,north-america_8.tif
2021-10-06,south-america_4.tif
2021-06-25,north-america_46.tif
2021-05-03,europe_25.tif
2021-06-17,europe_15.tif
2021-06-10,south-america_23.tif
2021-06-26,japan_11.tif
2021-09-29,north-america_48.tif
2021-12-26,isreal-2_9.tif
2021-12-10,nigeria_130.tif
2021-06-02,europe_93.tif
2021-12-25,ghana-1_32.tif
2021-11-21,nigeria_82.tif
2021-05-25,east-africa_59.tif
2021-05-24,ghana-1_17.tif
2021-05-14,senegal_54.tif
2021-09-09,denmark-2_35.tif
2021-10-15,south-america_69.tif
2021-10-11,egypt-1_23.tif
2021-10-11,egypt-1_66.tif
2021-03-27,north-america_16.tif
2021-10-11,egypt-1_12.tif
2021-07-24,north-america_89.tif
2021-12-13,nigeria_89.tif
2021-06-24,denmark-2_11.tif
2021-08-28,east-africa_56.tif
2021-09-03,south-america_8.tif
2021-10-13,south-america_5.tif
2021-12-09,egypt-1_51.tif
2021-03-26,nigeria_2.tif
2021-08-25,east-africa_101.tif
2021-01-31,east-africa_80.tif
2021-06-29,north-america_64.tif
2021-11-19,east-africa_9.tif
2021-10-08,east-africa_82.tif
2021-03-27,nigeria_165.tif
2021-10-28,east-africa_225.tif
2021-05-01,ghana-1_125.tif
2021-12-23,nigeria_38.tif
2021-09-03,north-america_31.tif
2021-11-15,nigeria_176.tif
2021-05-06,nigeria_142.tif
2021-08-07,east-africa_195.tif
2021-02-06,nigeria_105.tif
2021-05-25,east-africa_234.tif
2021-01-31,south-america_37.tif
2021-08-07,east-africa_184.tif
2021-07-02,north-america_29.tif
2021-07-10,east-africa_32.tif
2021-01-26,ghana-1_97.tif
2021-04-19,east-africa_196.tif
2021-05-19,egypt-1_22.tif
2021-12-16,nigeria_37.tif
2021-10-02,south-america_50.tif
2021-01-26,ghana-1_135.tif
2021-05-11,ghana-1_100.tif
2021-09-27,east-africa_239.tif
2021-02-17,south-america_73.tif
2021-04-23,europe_41.tif
2021-09-30,south-america_68.tif
2021-10-26,ghana-1_211.tif
2021-02-16,nigeria_73.tif
2021-05-30,denmark-2_21.tif
2021-01-04,senegal_30.tif
2021-06-10,north-america_25.tif
2021-01-26,ghana-1_200.tif
2021-03-02,ghana-1_162.tif
2021-04-24,south-america_11.tif
2021-04-15,north-america_75.tif
2021-11-15,senegal_56.tif
2021-04-26,ghana-1_186.tif
2021-04-13,north-america_87.tif
2021-08-30,denmark-2_38.tif
2021-05-10,east-africa_61.tif
2021-09-22,isreal-1_1.tif
2021-12-26,east-africa_1.tif
2021-03-28,senegal_43.tif
2021-12-13,nigeria_75.tif
2021-11-17,ghana-1_156.tif
2021-09-18,egypt-1_55.tif
2021-07-16,denmark-2_19.tif
2021-12-12,east-africa_40.tif
2021-01-11,ghana-1_249.tif
2021-11-08,nigeria_113.tif
2021-04-26,south-america_1.tif
2021-10-11,europe_34.tif
2021-08-30,east-africa_200.tif
2021-09-26,ghana-1_18.tif
2021-04-08,north-america_6.tif
2021-12-07,east-africa_84.tif
2021-09-27,south-america_76.tif
2021-09-09,denmark-2_1.tif
2021-04-09,senegal_45.tif
2021-03-25,ghana-1_27.tif
2021-02-07,europe_82.tif
2021-11-27,ghana-1_58.tif
2021-09-08,north-america_26.tif
2021-01-16,eq-guinea_4.tif
2021-09-05,east-africa_91.tif
2021-10-09,north-america_70.tif
2021-08-23,east-africa_20.tif
2021-05-19,north-america_40.tif
2021-04-27,japan_27.tif
2021-10-14,japan_24.tif
2021-12-16,nigeria_9.tif
2021-11-19,east-africa_72.tif
2021-09-01,europe_40.tif
2021-05-01,ghana-1_217.tif
2021-01-28,east-africa_76.tif
2021-12-13,nigeria_90.tif
2021-04-10,nigeria_42.tif
2021-01-26,ghana-1_120.tif
2021-04-28,egypt-1_19.tif
2021-06-26,japan_8.tif
2021-11-17,ghana-1_110.tif
2021-05-15,north-america_60.tif
2021-04-14,europe_92.tif
2021-03-10,egypt-1_64.tif
2021-08-05,north-america_69.tif
2021-11-25,nigeria_160.tif
2021-08-22,egypt-1_11.tif
2021-10-09,north-america_65.tif
2021-01-28,east-africa_89.tif
2021-10-01,east-africa_120.tif
2021-03-04,north-america_98.tif
2021-05-29,denmark-1_28.tif
2021-08-26,east-africa_50.tif
2021-06-08,denmark-1_24.tif
2021-10-07,isreal-1_7.tif
2021-03-10,east-africa_127.tif
2021-08-26,east-africa_221.tif
2021-12-23,nigeria_19.tif
2021-12-18,egypt-1_7.tif
2021-11-23,senegal_11.tif
2021-10-10,north-america_19.tif
2021-11-15,senegal_36.tif
2021-04-07,east-africa_16.tif
2021-08-25,east-africa_199.tif
2021-01-13,south-america_30.tif
2021-08-24,nigeria_145.tif
2021-02-03,east-africa_192.tif
2021-02-03,east-africa_144.tif
2021-06-10,south-america_10.tif
2021-12-30,ghana-1_133.tif
2021-09-27,east-africa_88.tif
2021-05-01,ghana-1_165.tif
2021-04-11,ghana-1_205.tif
2021-11-15,senegal_35.tif
2021-11-13,nigeria_102.tif
2021-03-19,egypt-1_50.tif
2021-09-22,south-america_81.tif
2021-02-28,east-africa_179.tif
2021-08-31,east-africa_75.tif
2021-03-20,south-america_9.tif
2021-12-10,nigeria_20.tif
2021-03-20,east-africa_176.tif
2021-09-13,east-africa_33.tif
2021-09-09,nigeria_97.tif
2021-03-25,east-africa_208.tif
2021-08-07,egypt-1_15.tif
2021-03-30,north-america_47.tif
2021-07-01,east-africa_198.tif
2021-12-10,nigeria_27.tif
2021-10-04,nigeria_100.tif
2021-07-08,senegal_52.tif
2021-08-27,east-africa_170.tif
2021-09-26,east-africa_180.tif
2021-10-30,north-america_94.tif
2021-05-24,east-africa_98.tif
2021-03-14,east-africa_92.tif
2021-10-13,nigeria_138.tif
2021-01-11,ghana-1_195.tif
2021-07-18,japan_31.tif
2021-09-28,south-america_88.tif
2021-09-09,denmark-2_49.tif
2021-04-19,europe_75.tif
2021-06-20,east-africa_27.tif
2021-02-13,ghana-1_70.tif
2021-08-20,nigeria_118.tif
2021-06-10,nigeria_158.tif
2021-01-26,ghana-1_198.tif
2021-10-14,nigeria_74.tif
2021-09-11,north-america_53.tif
2021-07-28,japan_30.tif
2021-09-04,europe_52.tif
2021-10-07,east-africa_69.tif
2021-03-02,ghana-1_89.tif
2021-06-16,senegal_6.tif
2021-09-04,senegal_22.tif
2021-10-07,east-africa_235.tif
2021-06-22,north-america_17.tif
2021-12-20,nigeria_135.tif
2021-09-27,isreal-1_8.tif
2021-06-16,denmark-2_28.tif
2021-01-08,east-africa_232.tif
2021-01-21,ghana-1_215.tif
2021-11-15,east-africa_110.tif
2021-06-17,ghana-1_148.tif
2021-04-09,north-america_33.tif
2021-08-04,east-africa_126.tif
2021-09-06,south-america_90.tif
2021-08-17,east-africa_205.tif
2021-08-09,east-africa_246.tif
2021-10-03,ghana-1_98.tif
2021-08-05,east-africa_99.tif
2021-11-10,ghana-1_251.tif
2021-12-30,ghana-1_10.tif
2021-08-07,europe_99.tif
2021-01-28,south-america_42.tif
2021-10-06,egypt-1_9.tif
2021-12-07,south-america_61.tif
2021-04-19,europe_47.tif
2021-05-11,ghana-1_50.tif
2021-03-11,east-africa_238.tif
2021-05-30,europe_32.tif
2021-08-31,egypt-1_44.tif
2021-04-25,isreal-1_6.tif
2021-07-26,east-africa_106.tif
2021-01-16,south-america_60.tif
2021-05-25,east-africa_64.tif
2021-01-05,north-america_81.tif
2021-01-04,senegal_32.tif
2021-09-21,east-africa_163.tif
2021-02-11,egypt-1_52.tif
2021-02-09,nigeria_84.tif
2021-02-27,tanzania-3_1.tif
2021-05-29,europe_50.tif
2021-12-10,nigeria_128.tif
2021-10-15,south-america_25.tif
2021-02-15,ghana-1_82.tif
2021-04-10,japan_19.tif
2021-05-29,denmark-1_26.tif
2021-07-20,south-america_19.tif
2021-07-03,east-africa_187.tif
2021-05-21,east-africa_44.tif
2021-01-19,nigeria_111.tif
2021-02-25,ghana-1_51.tif
2021-06-20,east-africa_43.tif
2021-05-27,east-africa_15.tif
2021-12-23,nigeria_16.tif
2021-10-21,east-africa_209.tif
2021-03-26,nigeria_45.tif
2021-11-17,ghana-1_88.tif
2021-05-29,europe_76.tif
2021-07-23,east-africa_147.tif
2021-05-24,east-africa_143.tif
2021-05-11,ghana-1_209.tif
2021-03-12,south-america_16.tif
2021-01-27,senegal_0.tif
2021-08-17,east-africa_213.tif
2021-07-24,south-america_79.tif
2021-03-24,north-america_90.tif
2021-10-03,ghana-1_99.tif
2021-05-19,egypt-1_60.tif
2021-12-27,ghana-1_210.tif
2021-03-26,nigeria_48.tif
2021-07-30,europe_6.tif
2021-06-17,ghana-1_189.tif
2021-10-24,east-africa_183.tif
2021-01-15,south-america_21.tif
2021-12-01,south-america_49.tif
2021-01-26,ghana-1_9.tif
2021-06-17,europe_17.tif
2021-03-31,europe_19.tif
2021-04-09,senegal_53.tif
2021-10-06,senegal_37.tif
2021-06-03,east-africa_116.tif
2021-02-26,senegal_7.tif
2021-07-10,east-africa_35.tif
2021-03-12,east-africa_73.tif
2021-12-27,ghana-1_128.tif
2021-10-31,denmark-2_22.tif
2021-03-07,egypt-1_43.tif
2021-06-01,japan_18.tif
2021-01-26,ghana-1_240.tif
2021-01-16,south-america_72.tif
2021-05-15,north-america_61.tif
2021-03-12,east-africa_31.tif
2021-11-20,senegal_29.tif
